,card,reports,age,income,expenditure,owner,selfemp,dependents,majorcards,active
441,1,0,25.0,1.8804,3.75,0,0,0,1,5
442,0,2,36.58333,2.52,0.0,1,0,0,1,9
443,1,0,19.66667,2.2348,82.92084,0,0,0,0,5
444,0,0,31.25,1.78,0.0,0,0,0,1,0
445,1,0,29.08333,4.01,8.333333,0,0,0,1,15
446,1,0,51.58333,12.4999,3099.505,1,0,1,1,21
447,1,0,31.5,1.6,300.4608,0,0,0,1,8
448,1,0,46.5,5.0,112.9167,1,0,1,1,7
449,1,0,24.66667,2.275,94.145,1,0,2,1,6
450,1,0,54.75,3.4,215.4392,0,0,1,1,7
451,1,0,21.41667,1.75,35.16833,1,0,0,1,3
452,1,0,27.08333,3.25,22.4625,1,0,0,1,6
453,1,0,45.08333,3.9,294.58,0,0,0,1,12
454,0,0,35.91667,1.85,0.0,0,0,0,0,0
455,1,0,40.91667,4.0,10.29083,1,0,1,1,9
456,1,0,54.5,4.3,632.0808,1,0,1,1,6
457,1,0,28.16667,3.5,326.5667,1,0,2,0,7
458,1,1,34.08333,8.1,747.67,1,1,3,1,15
459,1,1,30.0,4.0,170.1808,1,0,5,1,7
460,1,1,33.91667,2.0,1510.534,0,0,0,1,5
461,0,0,0.75,3.0,0.0,0,0,0,0,2
462,1,0,51.25,5.3,191.7017,0,0,1,1,2
463,0,7,25.91667,2.6,0.0,0,0,3,1,11
464,1,0,27.91667,2.52,188.1858,0,0,1,1,0
465,0,0,23.83333,2.2,0.0,0,0,0,0,0
466,1,0,29.0,2.5,1096.657,0,0,0,1,14
467,1,0,33.5,3.5,276.9842,0,0,0,1,13
468,0,1,30.83333,4.35,0.0,0,0,0,1,5
469,0,0,38.75,1.6,0.0,0,0,0,1,1
470,1,0,32.16667,2.0,38.365,0,0,2,1,4
471,1,1,43.33333,4.8,1482.368,1,0,0,1,4
472,1,0,29.83333,3.0,45.87583,1,0,2,1,4
473,1,0,62.0,1.638,64.07417,1,0,0,0,1
474,0,2,35.5,2.9,0.0,0,0,1,1,21
475,1,0,21.5,2.3779,35.16667,0,0,0,0,5
476,1,0,38.25,2.3,129.4167,1,0,0,1,3
477,1,0,39.58333,8.1,663.7692,1,0,3,1,13
478,0,2,40.5,3.57,0.0,0,1,0,1,7
479,0,0,34.25,1.944,0.0,0,0,1,1,1
480,1,0,34.83333,2.75,75.63417,1,0,0,1,11
481,1,0,28.16667,3.5,3.75,1,0,1,1,7
482,1,0,47.16667,7.0,301.2525,1,0,1,1,8
483,1,0,28.16667,2.8,224.5817,0,0,0,0,1
484,1,0,22.41667,1.95,60.58416999999999,0,0,0,1,0
485,0,0,45.5,6.5,0.0,0,0,2,1,9
486,1,0,22.91667,2.5,498.9267,0,0,0,1,0
487,1,1,37.08333,3.0,8.333333,0,0,0,1,9
488,1,0,27.25,1.8,105.5075,1,0,2,1,4
489,1,0,39.58333,2.6,56.33333,1,0,3,1,9
490,1,0,51.83333,3.6,212.4783,1,0,1,1,13
491,1,0,23.66667,2.3,14.33167,0,0,2,0,0
492,0,1,21.5,1.78,0.0,0,0,0,1,1
493,1,0,21.91667,3.86,0.0,1,1,0,1,8
494,1,0,45.58333,4.9,58.93083000000001,1,0,2,1,4
495,0,0,39.91667,3.6,0.0,0,0,0,0,0
496,1,0,42.25,3.235,66.26417,1,0,2,1,3
497,0,2,27.5,1.85,0.0,0,0,0,1,12
498,1,0,25.75,1.85,91.96417,1,0,0,1,9
499,1,0,25.41667,1.56,215.8817,0,0,0,1,0
500,1,0,31.83333,4.075,22.98667,1,0,1,1,9
501,0,5,25.25,3.3,0.0,1,0,1,1,23
502,1,0,24.16667,2.51,240.38,0,0,0,1,12
503,1,0,28.16667,4.375,89.955,1,0,1,0,1
504,1,0,26.58333,2.35,126.6508,0,0,1,1,2
505,1,0,20.91667,4.0,140.3467,1,0,0,1,4
506,0,2,35.58333,5.1,0.0,1,0,1,1,8
507,1,0,32.16667,3.0,294.5592,1,0,2,1,0
508,1,0,28.66667,3.5,68.35916999999999,1,0,5,1,12
509,1,0,39.75,3.5,101.4942,1,0,0,1,0
510,1,0,34.83333,5.5,1088.739,1,0,4,1,0
511,1,0,51.75,3.8,47.7875,1,0,1,1,5
512,1,0,22.66667,1.79,50.02833,0,0,0,1,0
513,1,0,38.25,5.1,344.0067,1,0,3,1,17
514,1,0,46.25,8.94,188.295,1,0,0,1,17
515,1,0,50.33333,7.1,245.3517,1,0,2,1,0
516,1,0,32.08333,2.4,285.2825,1,0,0,0,8
517,1,1,30.58333,3.305,17.58333,0,0,0,1,12
518,1,0,38.83333,6.5,1569.677,1,0,4,1,18
519,1,0,39.58333,4.81,43.74417,1,0,1,1,9
520,1,0,39.66667,3.0,55.760830000000006,1,1,1,1,22
521,1,0,41.66667,2.7,97.5125,1,0,2,1,11
522,1,0,38.83333,5.4,58.05416,1,1,0,1,17
523,1,0,37.08333,8.124,213.1292,1,1,3,1,5
524,1,0,27.83333,3.04,95.9975,0,0,0,1,0
525,1,1,29.5,2.08,61.19917,1,0,2,1,11
526,1,0,28.91667,1.511,0.0,0,0,0,1,15
527,0,1,31.08333,3.0,0.0,1,0,2,1,2
528,1,0,30.33333,2.6,640.6533,1,0,0,1,4
529,1,0,37.41667,2.5,61.73583000000001,1,0,2,0,4
530,1,0,44.58333,3.5,34.53167,1,0,1,1,13
531,1,0,25.33333,2.4,213.2925,0,0,0,1,10
532,1,0,26.83333,2.32,14.0,0,0,0,1,0
533,1,0,46.16667,2.58,164.6433,1,0,2,0,15
534,1,0,28.08333,2.1,158.6067,1,0,1,0,11
535,1,0,38.41667,2.35,133.9692,0,0,1,1,8
536,1,0,46.75,2.8,0.0,1,0,1,1,2
537,0,2,52.25,3.7,0.0,0,0,4,1,6
538,0,0,37.16667,1.68,0.0,1,0,3,0,8
539,0,0,25.33333,2.64,0.0,0,0,0,1,33
540,1,1,28.25,2.3,66.30083,1,0,1,1,14
541,1,2,35.33333,6.888,58.50583,1,0,0,1,18
542,0,4,25.41667,4.0,0.0,0,0,0,1,32
543,1,0,28.16667,2.0,100.4167,1,0,1,0,8
544,0,0,19.0,1.97,0.0,0,0,1,1,2
545,1,0,25.41667,3.0,25.5075,0,0,2,1,11
546,1,0,26.08333,2.75,420.5808,1,0,1,1,11
547,1,0,31.25,5.0,309.91,1,0,2,1,12
548,1,0,33.66667,2.1,78.25584,0,0,4,1,0
549,1,0,27.91667,4.0,123.2225,1,0,2,1,0
550,1,1,48.33333,3.0,79.17583,1,1,0,1,12
551,1,0,36.83333,3.3,431.1433,0,0,0,1,0
552,0,3,45.41667,2.35,0.0,0,0,0,1,15
553,0,2,53.0,2.16,0.0,0,1,0,0,5
554,1,0,27.58333,3.9,134.3858,1,0,3,1,6
555,1,0,40.0,2.3115,54.96917,0,0,1,1,9
556,1,0,49.16667,1.7,0.0,0,0,1,0,6
557,1,0,40.33333,2.0,120.5592,0,0,0,1,4
558,1,0,23.83333,4.8,320.4867,0,1,0,1,2
559,1,0,34.25,3.0,1352.4879999999998,1,0,0,1,3
560,1,0,21.41667,1.56,87.14917,0,0,0,0,5
561,1,0,39.33333,2.0,81.265,1,0,2,1,9
562,1,0,24.25,2.6,643.3233,0,0,1,1,11
563,1,0,47.83333,4.68,134.9183,1,0,1,1,6
564,1,0,34.83333,4.0,860.755,0,1,0,0,6
565,1,0,52.25,1.8744,85.97833,1,0,0,1,4
566,1,3,47.5,3.1,463.1517,0,0,0,1,15
567,1,0,25.75,2.8,134.2008,0,0,0,0,3
568,1,0,24.08333,2.04,192.7208,0,0,0,1,5
569,1,0,24.5,2.1,562.3592,0,0,0,1,5
570,1,0,22.33333,2.0,274.9467,0,0,0,1,7
571,1,0,33.16667,5.6,398.0475,1,0,4,1,4
572,1,0,38.91667,3.0,124.4758,1,0,1,1,11
573,1,0,22.16667,2.4,163.4175,0,0,0,1,0
574,1,0,23.33333,1.85,93.31,0,0,0,1,1
575,1,0,24.08333,2.9,113.2492,1,0,0,1,3
576,0,0,26.66667,2.0,0.0,0,1,1,1,2
577,1,0,52.41667,1.89,37.42916,0,0,0,1,6
578,1,0,20.25,2.0,341.245,0,0,0,1,7
579,1,0,25.41667,1.6417,508.2908,0,0,0,1,9
580,0,4,22.75,2.34,0.0,0,0,0,1,6
581,1,0,24.41667,1.9,432.3592,0,0,0,1,6
582,1,0,21.5,1.53,46.29167,1,0,0,1,11
583,1,0,22.41667,3.9946,253.6292,0,0,0,1,2
584,1,0,46.33333,1.6,61.7425,0,0,0,1,11
585,1,0,19.41667,1.8,125.8917,0,0,0,1,0
586,1,1,29.83333,3.7,1836.976,0,0,0,1,7
587,1,0,28.91667,2.1,15.583329999999998,0,0,0,1,5
588,1,0,26.66667,2.0,51.75,0,0,1,1,1
589,0,1,44.83333,2.6,0.0,1,0,0,1,1
590,1,0,27.0,2.675,77.28667,1,0,0,1,0
591,0,1,30.16667,4.16,0.0,1,1,2,1,15
592,1,0,24.83333,2.1,240.4842,0,0,1,1,5
593,1,0,28.0,2.4,67.39833,0,0,1,1,4
594,1,0,39.16667,3.12,69.27333,1,1,2,1,5
595,1,0,31.41667,3.0,172.5717,1,0,1,1,13
596,1,0,40.41667,3.115,199.0042,1,0,1,1,11
597,0,3,23.16667,1.6213,0.0,0,0,1,0,4
598,1,0,43.58333,4.3681,160.4792,1,0,2,1,10
599,0,0,25.16667,2.5340000000000003,0.0,0,0,0,1,3
600,0,2,40.58333,3.1,0.0,1,0,1,1,5
601,0,7,32.08333,2.7161,0.0,0,0,1,0,10
602,1,0,42.16667,4.04,44.41333,0,0,0,1,6
603,1,0,47.33333,2.7495,492.2558,0,0,0,0,11
604,1,0,27.83333,3.0,401.93,0,0,1,1,2
605,1,0,30.66667,3.15,179.1783,1,0,1,1,9
606,0,0,38.5,5.97,0.0,1,0,1,1,19
607,1,0,31.0,2.6,182.1675,0,0,0,1,0
608,0,0,47.91667,8.4,0.0,1,0,3,1,0
609,1,0,21.91667,1.95,61.9525,0,0,0,0,4
610,1,0,36.75,3.0,80.82584,1,0,3,0,4
611,1,0,23.5,2.8,8.333333,1,0,0,1,3
612,1,1,25.33333,4.55,169.0575,1,0,1,1,10
613,1,0,21.25,1.99,57.980830000000005,0,0,2,1,5
614,1,0,48.91667,4.5,203.1333,0,0,2,1,0
615,0,0,35.58333,4.0,0.0,0,0,2,1,1
616,1,0,39.08333,3.5,181.015,1,0,1,1,0
617,0,1,27.66667,2.15,0.0,0,0,0,1,1
618,0,0,23.25,1.62,0.0,0,0,0,1,7
619,1,0,31.16667,3.5,483.0608,0,0,1,0,0
620,1,0,26.83333,2.9,15.940829999999998,1,1,1,1,3
621,1,0,39.25,3.4064,180.655,0,1,1,1,7
622,1,0,24.83333,4.0,4.5833330000000005,0,1,2,1,4
623,1,0,27.16667,2.6,1902.0,0,0,0,1,7
624,1,0,24.66667,2.0676,356.7817,0,0,0,1,17
625,1,0,44.66667,2.4,0.0,0,0,0,1,11
626,1,0,25.16667,3.42,24.575,0,0,0,1,0
627,1,0,21.91667,6.7,302.2467,0,0,0,1,6
628,1,0,40.41667,5.43,33.215,0,0,0,1,11
629,1,0,24.08333,1.62,13.68583,0,0,0,0,4
630,1,0,31.83333,2.4192,116.3525,0,0,0,1,7
631,1,0,24.66667,3.4,144.3975,0,0,0,1,8
632,1,0,47.41667,3.6,113.75,1,1,2,1,12
633,1,0,27.16667,2.5,184.9433,0,0,0,1,8
634,1,0,49.58333,1.75,15.3325,1,0,1,1,3
635,1,0,32.0,2.5,113.1808,0,0,0,1,5
636,1,0,35.0,4.5,37.58333,1,0,3,1,3
637,0,1,26.16667,2.466,0.0,1,0,0,1,20
638,1,0,20.66667,2.7,156.9,0,0,1,1,10
639,0,0,34.25,2.4,0.0,0,0,0,1,2
640,1,0,49.83333,6.9,349.2017,1,0,3,0,0
641,1,0,40.75,4.8,615.1208,1,0,3,1,17
642,1,0,20.83333,1.92,208.0833,0,0,0,1,6
643,1,0,40.33333,2.8,88.73917,0,0,3,0,0
644,1,0,25.08333,1.6949,34.52083,0,0,0,0,16
645,1,0,29.33333,3.5,366.745,0,0,0,1,0
646,1,1,40.5,2.25,44.0,0,0,0,1,10
647,0,2,30.75,2.315,0.0,0,0,1,1,8
648,1,0,30.66667,4.0,299.8858,1,0,1,0,6
649,1,0,40.0,4.5,359.1225,0,0,5,1,0
650,1,0,23.0,3.1782,246.5708,0,0,0,1,3
651,1,0,23.08333,3.0,63.99166,0,0,0,1,0
652,1,0,31.33333,3.0,51.645,1,0,2,0,12
653,0,0,24.58333,2.0,0.0,0,0,0,0,6
654,1,0,36.5,3.5,633.4133,1,0,0,1,17
655,1,0,0.5833333,4.0,242.1283,1,0,3,1,4
656,0,0,28.83333,2.58,0.0,1,0,0,1,11
657,1,0,45.58333,11.9999,200.4933,1,1,1,1,6
658,1,1,0.5,3.7,32.46416,0,0,0,0,5
659,0,0,23.25,1.4340000000000002,0.0,1,0,0,1,6
660,1,0,38.91667,3.68,59.61917,1,0,3,1,11
661,0,0,23.83333,2.55,0.0,1,0,2,1,0
662,0,4,37.25,3.5,0.0,1,0,2,1,9
663,1,0,28.25,2.3,315.2017,1,0,1,0,4
664,1,0,26.25,3.1894,258.2908,0,0,0,1,11
665,1,0,26.5,2.35,0.0,0,0,0,1,11
666,0,4,25.83333,1.97,0.0,0,0,0,1,6
667,1,0,41.25,3.6,457.4875,1,0,3,1,10
668,0,1,38.58333,3.2,0.0,0,0,2,1,6
669,1,0,34.75,2.0,4.5833330000000005,1,0,2,1,6
670,1,0,31.5,2.85,745.0383,1,0,2,1,11
671,1,0,24.0,3.095,180.1775,1,0,1,1,23
672,1,0,25.16667,1.5,111.8392,1,0,1,1,19
673,1,0,57.08333,4.8,613.6425,1,0,0,1,4
674,1,0,23.83333,2.6,333.6117,0,0,0,1,0
675,1,0,23.16667,2.85,207.7133,1,0,1,0,8
676,1,0,28.16667,3.35,199.3692,1,0,0,1,2
677,1,0,32.58333,1.8142,81.435,1,0,0,1,22
678,1,0,34.83333,3.6,116.315,1,1,4,1,8
679,0,0,31.08333,1.515,0.0,0,0,2,1,0
680,1,0,24.83333,2.4,530.18,0,0,1,1,13
681,0,0,38.66667,3.0,0.0,0,0,0,0,2
682,0,7,36.91667,3.5,0.0,1,0,2,1,7
683,1,0,29.75,3.0,116.4492,1,0,1,1,8
684,1,0,34.75,2.34,357.5908,1,0,0,0,11
685,1,0,25.08333,2.1,214.86,0,0,0,1,17
686,1,0,22.16667,1.6,200.5867,1,0,0,1,3
687,1,0,26.66667,2.216,56.463330000000006,0,0,0,1,2
688,1,0,32.0,3.65,17.66667,1,0,2,1,17
689,0,6,39.33333,3.2,0.0,0,0,0,1,7
690,0,0,30.91667,2.6,0.0,0,0,0,0,0
691,1,1,60.08333,6.1,479.4367,1,0,1,1,14
692,0,2,36.41667,3.0,0.0,0,0,0,1,16
693,1,0,36.91667,4.5,308.925,1,0,0,1,16
694,1,0,28.83333,2.184,144.6417,1,0,0,1,14
695,0,0,66.5,3.25,0.0,1,0,3,1,13
696,1,0,35.16667,2.2,244.6533,1,0,1,1,9
697,1,0,74.16666,2.8065,38.83333,1,0,0,1,10
698,1,0,28.41667,2.4304,462.6558,1,0,2,1,17
699,1,0,55.16667,6.7,214.9342,1,0,1,1,13
700,0,1,38.33333,4.0,0.0,1,1,3,1,7
701,0,0,37.83333,5.16,0.0,1,1,0,1,1
702,1,0,39.66667,5.1,244.4233,1,0,3,1,15
703,1,0,44.58333,4.2,135.1842,1,0,2,0,2
704,1,0,30.75,5.6,185.7383,1,0,0,0,8
705,1,0,23.41667,1.86,413.5975,0,0,0,1,4
706,0,0,27.41667,1.64,0.0,0,0,0,1,0
707,1,0,51.91667,6.8,14.666670000000002,0,0,0,0,5
708,1,0,22.83333,1.8468,16.91333,0,0,0,1,4
709,0,0,22.5,1.8,0.0,0,0,2,1,0
710,0,1,36.83333,3.0,0.0,1,0,1,1,16
711,1,0,36.41667,2.2,20.33333,1,0,0,1,0
712,0,1,22.75,1.8,0.0,0,0,0,1,2
713,1,0,32.0,2.6,5.5833330000000005,0,0,0,1,21
714,0,0,27.08333,2.0,0.0,0,0,0,1,4
715,1,0,38.33333,5.0,238.365,1,0,3,1,0
716,1,0,28.66667,4.22,300.9942,1,0,1,1,3
717,1,0,38.16667,4.0188,552.3417,0,0,3,0,3
718,1,0,26.08333,3.0,113.5892,0,0,0,1,8
719,1,0,22.0,3.1532,99.91666,0,0,0,0,3
720,1,0,23.5,2.8,147.3333,0,0,0,1,8
721,1,0,29.58333,2.86,480.3233,0,0,0,1,1
722,1,0,23.08333,2.04,304.895,0,0,0,1,9
723,1,0,33.83333,3.5,63.45667,1,0,0,1,8
724,1,0,64.58334,7.125,149.7,1,0,1,1,8
725,0,0,23.5,2.5,0.0,0,0,0,0,0
726,1,0,23.83333,3.3,166.0592,0,0,0,1,5
727,1,0,36.91667,2.2,148.19,0,0,1,1,4
728,1,1,38.25,3.2,121.2208,1,0,1,0,12
729,1,0,22.0,4.0,160.0283,1,0,0,1,4
730,1,0,38.5,5.5689,201.4825,0,0,3,1,7
731,1,0,36.58333,7.0,59.11917,1,0,3,1,5
732,0,1,26.25,2.3,0.0,0,0,0,1,3
733,1,0,21.5,5.5,356.8792,0,0,0,1,0
734,1,1,41.41667,2.5,159.1958,0,1,2,0,3
735,0,1,40.83333,2.5,0.0,1,0,1,1,8
736,1,0,25.16667,8.0,112.8783,1,0,2,1,0
737,1,0,23.5,1.83,108.9775,0,0,1,0,10
738,1,0,27.25,2.9,91.6875,0,0,0,0,3
739,0,3,38.75,4.7,0.0,1,0,3,1,8
740,0,2,23.08333,1.725,0.0,0,0,0,0,5
741,0,0,37.25,1.5548,0.0,0,0,1,1,0
742,1,0,41.58333,3.82,462.0208,0,0,2,1,2
743,1,0,52.41667,2.4,138.5692,0,1,1,1,2
744,1,0,31.75,2.4,373.4167,0,0,1,0,1
745,1,0,36.0,3.0,304.6225,0,0,1,1,5
746,1,0,21.41667,1.6,385.775,0,0,0,1,3
747,1,0,42.08333,2.68,319.43,0,0,1,1,0
748,1,0,32.33333,6.3,465.9383,0,1,4,1,7
749,1,0,24.25,1.6,59.78667,0,0,0,1,2
750,1,0,32.25,2.6,170.4625,0,0,1,0,3
751,1,0,28.91667,2.1,242.195,0,0,2,1,7
752,0,1,28.33333,1.9324,0.0,0,0,2,1,4
753,1,0,23.16667,2.5,478.7125,1,0,0,1,4
754,0,1,44.58333,1.8,0.0,0,1,0,1,2
755,1,0,31.41667,3.56,98.345,0,0,0,1,9
756,1,0,24.91667,3.4,301.0175,0,0,0,1,7
757,1,0,28.25,2.55,509.0542,0,0,1,1,3
758,1,0,47.41667,4.92,183.8983,1,1,1,1,14
759,1,0,26.41667,3.9,46.52333,0,0,0,1,13
760,1,0,37.08333,5.2,256.1867,0,0,0,0,0
761,1,0,54.41667,9.0,470.9733,1,0,3,1,6
762,1,0,35.25,6.0,2291.174,0,0,2,1,0
763,1,0,35.5,7.5,128.4267,1,0,4,1,12
764,1,0,44.5,9.0,1949.862,0,0,2,1,7
765,1,0,20.16667,2.1,269.1533,0,0,1,0,6
766,1,0,23.75,3.0,41.48167,0,0,3,1,3
767,1,0,27.58333,2.6,79.36083,0,0,0,1,5
768,1,0,54.75,5.48,612.8633,1,0,1,1,4
769,1,0,40.33333,8.2,192.4508,1,0,3,1,15
770,1,1,32.83333,2.5,327.7367,0,0,0,1,3
771,1,0,28.5,3.0,177.6158,1,0,0,1,0
772,1,0,35.5,6.5,365.9058,1,0,0,1,0
773,1,1,56.75,7.572,41.33333,1,1,2,1,18
774,1,1,28.16667,2.0,86.14833,0,0,1,1,2
775,0,3,31.0,3.25,0.0,0,0,1,1,7
776,0,2,24.0,3.0,0.0,0,0,0,1,4
777,1,0,40.75,7.0,376.765,0,0,3,1,2
778,0,7,33.0,7.5,0.0,0,0,0,1,8
779,1,0,38.41667,3.8,189.1767,1,0,0,1,6
780,1,0,25.91667,3.7,260.1208,1,0,0,1,6
781,1,0,33.16667,3.4,406.9792,1,0,1,1,7
782,0,1,27.91667,2.85,0.0,0,0,0,0,7
783,1,0,28.33333,2.6,118.7217,0,0,0,1,4
784,1,0,22.08333,1.5659999999999998,91.7325,0,0,0,1,1
785,1,0,24.25,1.8,200.2375,1,0,0,1,5
786,1,0,39.41667,3.1,438.3667,1,0,2,1,3
787,0,0,25.41667,1.5,0.0,0,1,4,0,1
788,1,1,19.0,2.19,621.66,0,0,0,1,2
789,1,0,31.25,5.5,324.705,1,0,3,1,7
790,1,0,31.91667,4.4,148.0592,1,0,2,1,8
791,1,0,33.25,3.0,940.3925,1,0,2,1,4
792,1,1,26.33333,2.95,325.85,0,0,0,1,5
793,1,0,26.66667,1.6,30.54833,1,0,0,1,5
794,1,0,22.41667,2.0,192.8183,0,0,0,1,8
795,1,0,25.08333,2.8542,324.0275,0,1,1,1,3
796,1,0,26.66667,2.2,91.98917,0,0,0,1,8
797,1,0,29.41667,3.65,267.3483,0,0,0,1,17
798,0,9,35.08333,1.7,0.0,0,0,0,1,10
799,1,0,57.33333,1.65,12.25,0,0,0,1,3
800,1,0,52.16667,2.66,98.57916,1,0,3,1,0
801,1,0,41.83333,2.75,43.20667,1,0,1,0,9
802,1,0,39.41667,1.56,60.06667,0,0,0,1,3
803,0,1,56.75,8.0,0.0,1,0,0,1,7
804,1,0,28.25,2.0272,187.1425,1,0,1,1,1
805,1,0,38.08333,4.0,29.975,1,0,0,1,8
806,1,0,55.08333,6.7,445.8058,1,0,0,1,0
807,1,0,29.33333,2.5,374.0517,1,0,0,1,9
808,1,0,19.83333,3.0,0.0,0,0,0,1,3
809,1,0,25.25,3.2,121.0558,0,0,0,1,6
810,1,0,27.25,3.18,240.8208,0,0,2,0,0
811,1,0,27.5,3.2,82.3425,1,0,0,1,9
812,1,1,26.0,1.7305,131.5242,0,0,0,1,10
813,1,0,25.91667,2.4,215.7392,0,0,0,1,18
814,0,1,32.25,2.25,0.0,0,0,1,0,13
815,1,0,43.33333,3.9495,517.2117,1,0,6,0,0
816,1,0,34.91667,3.0,36.205,0,0,1,0,2
817,1,0,27.75,2.65,159.655,0,0,0,1,0
818,0,5,28.0,2.236,0.0,0,0,0,1,11
819,1,0,39.41667,4.7,247.2992,1,0,4,1,10
820,1,0,40.83333,3.48,21.715,0,0,0,1,22
821,1,0,23.33333,2.55,16.25,0,0,1,1,0
822,1,1,43.58333,2.77,100.3367,1,0,0,1,14
823,1,0,47.83333,3.1131,64.75584,0,0,0,1,16
824,1,0,18.75,1.968,103.9167,0,0,0,0,1
825,1,1,21.16667,1.8,288.8017,0,0,0,1,8
826,0,1,54.83333,9.4,0.0,1,0,1,0,2
827,1,0,35.5,5.5,58.60833,0,0,0,1,2
828,0,0,24.16667,1.5,0.0,0,0,0,1,0
829,1,0,24.83333,2.7,387.1742,0,0,1,1,4
830,1,0,23.83333,2.35,136.0408,0,0,0,1,9
831,1,0,39.91667,4.6,105.325,0,0,2,1,1
832,1,0,31.75,10.9999,97.42416,0,0,0,1,0
833,1,0,62.5,2.6545,229.4933,0,0,0,1,1
834,1,1,36.33333,7.35,436.275,0,0,0,0,14
835,1,0,23.0,3.2,45.12417,0,0,0,1,0
836,1,0,28.33333,6.2,355.9683,1,0,0,1,9
837,1,1,38.0,3.27,650.4375,0,0,2,1,3
838,1,2,49.16667,3.7,442.4458,0,0,4,1,11
839,1,0,50.91667,1.75,310.8417,0,0,0,1,1
840,0,0,23.58333,2.425,0.0,0,1,2,1,1
841,0,1,29.0,2.7,0.0,0,0,1,0,1
842,1,0,45.25,3.7,426.8325,0,0,0,1,2
843,1,0,31.66667,3.2,36.25,0,0,1,1,1
844,1,0,31.83333,3.1,337.0583,0,0,1,1,3
845,0,0,37.58333,9.0,0.0,0,0,0,1,0
846,1,3,27.58333,5.5,1010.502,0,1,0,1,11
847,0,0,36.08333,4.1,0.0,1,0,2,1,0
848,1,0,38.33333,3.0,568.2433,1,0,0,1,2
849,1,0,25.5,2.8,461.9217,0,0,0,1,3
850,1,0,41.5,5.1,140.015,0,0,1,1,4
851,1,0,34.58333,7.0,206.3817,0,1,6,1,3
852,1,0,24.5,2.3040000000000003,719.5059,0,0,0,1,2
853,1,0,32.16667,2.3,383.3117,0,0,1,1,6
854,0,1,24.58333,1.9,0.0,0,0,1,0,4
855,1,0,23.83333,2.3,265.6517,0,0,0,1,3
856,0,1,22.66667,1.5,0.0,0,0,3,1,4
857,1,0,26.08333,2.375,282.7258,0,1,1,1,1
858,1,0,30.16667,2.8,383.5667,0,0,0,1,6
859,1,0,27.08333,2.5224,494.8875,0,0,1,1,3
860,1,0,27.16667,2.2,12.65083,0,0,0,0,2
861,1,0,32.41667,3.2,317.4642,0,0,0,1,1
862,1,0,32.5,3.7,9.741667,0,0,0,1,8
863,1,0,46.0,1.8,49.41667,0,0,1,1,2
864,0,2,47.0,2.35,0.0,0,0,0,1,4
865,1,0,22.75,1.82,821.8208,0,0,0,1,2
866,1,0,42.08333,5.5,323.9517,0,0,0,1,4
867,0,12,30.41667,2.6,0.0,0,0,0,1,14
868,1,0,21.41667,2.15,476.3158,0,0,0,1,0
869,1,0,36.66667,3.8,112.9942,1,0,3,1,4
870,1,0,37.16667,2.0,44.46333,0,0,1,0,3
871,1,2,26.58333,2.45,248.5058,0,0,0,1,15
872,1,1,46.41667,3.5,319.7925,1,0,1,0,5
873,1,0,25.58333,2.8,758.9391,0,0,0,1,7
874,1,1,30.33333,1.99,412.9933,0,0,0,1,8
875,0,0,27.5,2.0,0.0,0,0,0,1,0
876,1,0,21.0,2.1,131.9892,1,0,0,1,5
877,1,0,20.0,2.79,52.48917,0,0,0,1,5
878,1,0,23.25,2.32,225.2692,0,0,0,1,8
879,1,0,45.08333,4.6,298.0233,0,0,2,1,5
880,0,1,26.5,2.0,0.0,1,0,2,1,7
881,1,0,29.75,3.0,173.4675,0,0,1,1,1
882,1,0,52.33333,3.3280000000000003,79.685,1,0,1,1,3
